,true_f,true_p,p
4400,0.15445898992735058,8.140907776311552e+91,91.91067283489676
4500,0.15796862387253008,9.111666370972229e+89,89.95959780941406
4600,0.1614782578177096,3.716063783872827e+89,89.57008315977431
4700,0.1649878917628891,5.207130367136468e+91,91.71659845092694
4800,0.16849752570806864,1.0508830331468967e+92,92.02155438026634
4900,0.17200715965324814,4.7539236530228374e+89,89.6770522027735
5000,0.17551679359842767,8.751933625875504e+87,87.9421040153393
5100,0.17902642754360718,1.9664965294698267e+85,85.29369318429093
5200,0.1825360614887867,2.992182697778009e+91,91.47598810731223
5300,0.18604569543396623,2.9608099062509697e+92,92.47141052514803
5400,0.18955532937914574,9.53149948326978e+87,87.9791612286638
5500,0.19306496332432527,9.651059836179552e+88,88.98457500823815
5600,0.19657459726950477,8.825184468093009e+88,88.94572379197913
5700,0.2000842312146843,2.3610559891985706e+84,84.37310628589773
5800,0.2035938651598638,1.145346593451769e+87,87.05893692846305
5900,0.20710349910504333,8.680206758173455e+85,85.93853006997654
6000,0.21061313305022283,5.8357587588407216e+88,88.7660973305364
6100,0.21412276699540236,8.583700205601139e+86,86.93367454104937
6200,0.21763240094058187,2.238079400633052e+88,88.34987548998728
6300,0.2211420348857614,9.699221026392993e+88,88.986736856171
6400,0.22465166883094093,2.4844850455488684e+89,89.39523638701226
6500,0.22816130277612043,8.433280567789296e+86,86.92599654916094
6600,0.23167093672129996,3.602783484800427e+88,88.55663816326555
6700,0.23518057066647946,6.261317800323721e+89,89.79666574745613
6800,0.238690204611659,9.916588034928944e+89,89.99636227170136
6900,0.2421998385568385,4.937304501729744e+89,89.6934899125837
7000,0.24570947250201802,2.399858897903715e+91,91.38018570768524
7100,0.24921910644719752,4.492846255213227e+89,89.65252155732996
7200,0.252728740392377,1.2495524609897221e+91,91.09675449418802
7300,0.2562383743375566,2.4281010176547207e+87,87.38526675097711
7400,0.2597480082827361,4.5979519760991447e+89,89.66256443091237
7500,0.2632576422279156,2.893388376509158e+89,89.46140673245688
7600,0.26676727617309515,1.134301985791183e+89,89.05472869239023
7700,0.27027691011827465,4.72465018812009e+86,86.6743696589843
7800,0.27378654406345415,3.45218029580156e+88,88.53809346938007
7900,0.27729617800863365,7.064917304803573e+86,86.84910708277656
8000,0.2808058119538132,7.568356811127285e+84,84.879001598744
8100,0.2843154458989927,8.456084363979844e+86,86.92716930715511
8200,0.2878250798441722,1.0701819260315619e+88,88.02945761203625
8300,0.2913347137893518,3.6306656106047546e+83,83.55998625162383
8400,0.2948443477345313,1.9199782614353142e+88,88.28329631152015
8500,0.2983539816797108,1.7028417655316652e+86,86.23117429355906
8600,0.3018636156248903,2.9142445109784737e+87,87.46452598714359
8700,0.30537324957006984,1.388280908669925e+87,87.14247735137951
8800,0.30888288351524934,2.011391829895144e+82,82.30349668172815
8900,0.31239251746042884,1.4296710765876033e+87,87.15523613113334
9000,0.31590215140560834,2.5203568179832395e+84,84.40146203011138
9100,0.3194117853507879,1.399393861855583e+89,89.14593996463965
9200,0.3229214192959674,6.250860572533668e+85,85.79593981193199
9300,0.3264310532411469,3.7322599010607658e+87,87.57197187882215
9400,0.32994068718632646,1.9498781830248663e+85,85.29000748003295
9500,0.33345032113150597,1.2627638271406276e+86,86.1013221326926
9600,0.33695995507668547,3.9682283678734984e+86,86.59859665744722
9700,0.34046958902186497,8.126919883862232e+84,84.90992597844755
9800,0.34397922296704453,5.547408407512273e+85,85.74409014038753
9900,0.34748885691222403,3.008889961674006e+86,86.47840630541651
10000,0.35099849085740353,5.526529881253622e+87,87.74245252254069
10100,0.35450812480258304,1.6482945864433947e+88,88.21703483226008
10200,0.3580177587477626,1.5234969185208162e+88,88.18284158014008
10300,0.3615273926929421,5.635396081339519e+89,89.75092444565186
10400,0.3650370266381216,2.2563779541439473e+81,81.35341184781616
10500,0.36854666058330116,3.164269456143151e+80,80.50027345912821
10600,0.37205629452848066,3.601725196376894e+85,85.55651057404434
10700,0.37556592847366016,8.04924803371838e+84,84.905755310174
10800,0.37907556241883966,4.105516257656797e+88,88.61336777625552
10900,0.3825851963640192,2.1890257076480582e+86,86.34025086189874
11000,0.3860948303091987,1.9871353846914548e+87,87.29822745685388
11100,0.3896044642543782,4.3754204031918735e+84,84.64101978764742
11200,0.3931140981995577,3.295212533141482e+87,87.51788343076429
11300,0.3966237321447373,2.9183664739793652e+84,84.46513982752778
11400,0.4001333660899168,2.137953491836801e+85,85.32999825351152
11500,0.4036430000350963,9.333126946341306e+82,82.9700271730094
11600,0.40715263398027585,3.691481385387344e+83,83.5672006827967
11700,0.41066226792545535,1.5242521847455058e+87,87.18305682617861
11800,0.41417190187063485,7.784887801102278e+87,87.89125235772453
11900,0.41768153581581435,5.634862157676874e+89,89.75088329662125
12000,0.4211911697609939,4.8003139285950695e+81,81.68126964008358
12100,0.4247008037061734,1.2182424773621887e+82,82.08573373829657
12200,0.4282104376513529,1.2047135529724386e+88,88.08088379616238
12300,0.4317200715965325,1.0488639872898478e+89,89.0207191741809
12400,0.435229705541712,4.2190062975377513e+85,85.62521017363594
12500,0.4387393394868915,2.7087412503596915e+83,83.43276752149386
12600,0.442248973432071,7.815167431339174e+66,66.89293828673496
12700,0.44575860737725054,1.5275873497227685e+81,81.18400605323077
12800,0.44926824132243004,2.3276386832227467e+86,86.36691556615781
12900,0.45277787526760954,1.0001314865064691e+88,88.00005710011034
13000,0.45628750921278904,4.452074756880996e+82,82.64856244816679
13100,0.4597971431579686,1.7846904026659382e+82,82.25156288819305
13200,0.4633067771031481,2.901199594812851e+83,83.4625776081353
13300,0.4668164110483276,2.5949260199038665e+85,85.4141249808336
13400,0.47032604499350716,3.0617304567059347e+87,87.48596695438383
13500,0.47383567893868667,1.4976187462053343e+84,84.17540126764041
13600,0.47734531288386617,2.4009644325738572e+86,86.3803857265496
13700,0.48085494682904567,1.6360780780109578e+88,88.21380402552124
13800,0.48436458077422523,7.072954697938635e+87,87.8496008764483
13900,0.48787421471940473,3.905958192846044e+87,87.5917275905357
14000,0.49138384866458423,5.662496518309987e+87,87.75300794798703
14100,0.49489348260976374,5.019729880666988e+83,83.70068034772429
14200,0.4984031165549433,4.150233621815375e+85,85.61807254437704
